ID,FC,p
FBXO48,0.588243326,1
TEX43,-0.347205819,1
SMIM8,0.308055497,1
ICE1,-0.053616381,1
CATSPER2,0.095861346,1
ZFP637,0.005838627,1
CPNE9,0.266297397,1
NRAS,-0.038435133,1
PMEL,-0.283948197,1
LOC100360828,-0.237460517,1
MIS18BP1,0.451925811,1
NPEPPS,0.027668384,1
TCTEX1D1,0.029397382,1
YEATS2,0.068387692,1
ICOSLG,-0.219412753,1
AGMO,0.35238734,1
RXFP3,-0.229268117,1
MFSD9,0.1250191,1
LYPLAL1,-0.181979935,1
PNLDC1,0.107904309,1
NLRP1A,0.324425589,1
COL11A1,0.015231049,1
GPI,-0.115730081,1
SCGB2A2,-0.056651109,1
TMEM201,-0.061939841,1
CAR14,-0.105366096,1
AABR07037058.1,0.336444029,1
DNAJB3,-0.187040704,1
KIDINS220,-0.011208377,1
RGD1565685,-0.010311576,1
ZFP608,-0.092333649,1
USP15,0.062718864,1
MYORG,0.004104849,1
TRAPPC10,-0.098231062,1
DMRTB1,0.50820611,1
CCDC17,-0.18461342,1
CNOT11,0.04024449,1
S100A10,-0.198267617,1
AABR07052585.2,0.13587541,1
RGD1307621,-0.083834487,1
LOC102546648,-0.019638991,1
DGKD,0.00950552,1
ADAMTS9,-0.006191991,1
NFKB1,-0.090362964,1
UBE2Q2L,0.485401178,1
CENPM,0.680329479,1
AABR07021759.1,0.202961842,1
PARL,-0.200369767,1
LRRC28,-0.044805139,1
SEC61A2,-0.011959977,1
ALS2,0.092738372,1
AABR07061842.1,-0.269668247,1
AABR07002945.1,-0.142852191,1
HFM1,0.115507871,1
LIN9,0.057243225,1
ANKS6,0.082215397,1
LONRF2,-0.000759077,1
COLGALT1,-0.106735866,1
TIGD3,-0.073271129,1
TSPAN1,0.04367039,1
OSTC,0.008793879,1
PARP14,0.286071867,1
SEMA3A,0.087018703,1
TSPAN2,0.189159523,1
TMEM72,0.934134722,1
CPLANE2,0.29116318,1
TBC1D2,0.165102916,1
FAM78A,-0.062062511,1
EIF5B,-0.058483434,1
FUS,-0.031428227,1
ING4,-0.010201472,1
AABR07013086.1,-0.781526755,1
STYXL1,0.400494711,1
SEC24B,-0.11432435,1
RAB34,-0.087933683,1
RIOK3,-0.020462683,1
PROCA1,-0.09253155,1
DDX3X,0.178139705,1
RPL37A,-0.063755241,1
LOC103690018,-0.043316313,1
LOC100912599,-0.058912574,1
EPHX4,-0.133131985,1
NUP214,0.076407813,1
DTX3L,0.148048537,1
GTPBP3,0.111200076,1
SLC9B2,-0.047101089,1
LOC100910528,-0.096346031,1
APOL9A,-0.642133621,1
VSIG10L,-0.199074426,1
TMEM241,-0.007951483,1
PIK3R5,0.238247242,1
LOC102555635,-0.073775749,1
LRTOMT,0.219845192,1
BTBD8,-0.078862977,1
LRBA,0.02200002,1
POMGNT1,-0.097165405,1
RNF41,-0.064307722,1
DCAF12L1,0.160044691,1
LURAP1,-0.051004785,1
PARP9,0.219576357,1
DEPP1,0.307189922,1
FAM168B,-0.035851681,1
AABR07026112.1,0.333102223,1
NABP2,-0.130757745,1
RPAP2,0.030405352,1
USHBP1,-0.204191226,1
GREB1L,0.147346465,1
TTI2,-0.150783208,1
FAM189A1,-0.091346939,1
IRS2,-0.114764435,1
CS,-0.073885577,1
MAP3K10,-0.071804592,1
RPL5,-0.043705655,1
CLDN20,-0.205723611,1
ANKFN1,0.10247787,1
FAM69A,0.007379627,1
ADGRD1,-0.203000978,1
ALDH5A1,0.036352058,1
AHCTF1,0.113324122,1
HSPB1,0.200294762,1
SNED1,-0.452234356,1
SAMD5,0.096584728,1
ANO2,-0.107507506,1
VWA3B,0.124960434,1
RGD1305645,-0.937046113,1
AABR07068272.1,-0.025164529,1
TET2,0.010417914,1
DHTKD1,0.053365429,1
DMGDH,0.1206052,1
GPR107,-0.026363826,1
PPP2R3C,0.195331591,1
UPF2,0.151034563,1
ELAVL4,0.07630001,1
AMER3,-0.058503439,1
NCBP1,0.0766043,1
HSH2D,0.521989793,1
LOC100910021,-0.117342571,1
CFAP74,-0.152788504,1
TMEM106A,-0.251474746,1
CRABP1,0.318592647,1
RPUSD1,-0.051226675,1
MMP17,-0.741995647,1
COPS4,0.004254062,1
GPRIN3,-0.151040142,1
CELF2,-0.080489603,1
LEPR,0.111322395,1
SCYL1,-0.157588565,1
PRDM5,0.079366966,1
NOG,0.030770523,1
DRD1,0.129727784,1
RGD1311847,0.03166932,1
TMEM176A,-0.09564826,1
STOX1,-0.013577188,1
NTM,0.176058042,1
LOC502684,0.127518796,1
TMEM39B,-0.204089428,1
AFDN,-0.00158389,1
PLEKHM3,-0.071541316,1
AABR07056845.1,-0.697977825,1
KCTD2,-0.057765054,1
NYAP2,-0.129030989,1
RUNDC1,-0.190460914,1
GCNT2,-0.143066416,1
PLEC,0.004379633,1
YBX1,-0.093167745,1
MEI4,-0.06073303,1
PAK1IP1,-0.285746098,1
CMYA5,0.045863823,1
CCNYL1,0.029288301,1
OPCML,0.061096182,1
RAVER2,-0.430203833,1
RIMKLB,-0.114533679,1
APH1A,-0.098137269,1
RGD1561648,-0.004490199,1
LOC680875,-0.284138734,1
DNASE2,-0.042048328,1
MTX3,0.118601825,1
CD99L2,0.058442942,1
TBRG1,-0.137196397,1
IGSF3,0.003154644,1
SNAP91,-0.032387623,1
GPR139,-0.636362574,1
SH2D7,0.561350769,1
TMEM62,0.057116797,1
UBE2U,-0.08879821,1
DUSP6,-0.05517065,1
AABR07009919.1,0.048046809,1
MAN2B1,-0.071375075,1
AABR07034362.1,-0.059492156,1
NIPSNAP2,-0.083770925,1
ZFP791,0.119950294,1
FASTKD2,0.153507845,1
GGN,0.578347468,1
NRSN2,-0.091518917,1
SLC49A3,-0.082948769,1
AABR07013651.1,-0.005171382,1
DMAC1,0.028515213,1
TBC1D30,0.018705965,1
FANCF,0.294360909,1
HERC6,0.019774333,1
COL4A2,-0.101839623,1
FAN1,0.214186382,1
ACTR5,0.178499161,1
RAB20,0.79350468,1
KIF1A,-0.076855902,1
ANKRD39,0.2046945,1
CD22,-0.110945343,1
CDC25C,-0.266880775,1
PEX10,-0.046366205,1
CCDC6,-0.21987587,1
NDFIP2,0.026324815,1
EDC4,-0.059333043,1
LEMD3,-0.033092059,1
FAM98C,0.029294847,1
SERINC5,-0.102038691,1
MB21D2,-0.020565431,1
ORC6,0.017505912,1
ZFP17,0.108824411,1
RARB,0.134771777,1
ZFP575,-0.196213321,1
FUNDC2,0.011871289,1
MTCP1,0.11573896,1
SYCE1,-0.26021823,1
FBXO5,0.717815509,1
GLDN,-0.111260656,1
TMEM237,0.171369632,1
FNDC3B,-0.197456552,1
DMRTA1,-0.831469317,1
PHKB,-0.028767604,1
MBD1,-0.006452683,1
CAGE1,0.029677,1
DGKQ,-0.138974571,1
ZDBF2,0.066397417,1
GHSR,-0.602570021,1
RXFP1,0.01536706,1
SLAIN1,0.056190429,1
ATP13A5,-0.155106919,1
ACO2,-0.11140441,1
ZMAT1,0.158628294,1
FAM151B,-0.043915298,1
LOC100911456,0.292405989,1
SFT2D1,0.072499531,1
ARGLU1,0.047194389,1
CDIPT,-0.005261834,1
TRIM65,-0.082516071,1
PRR18,-0.071044396,1
FCER1G,-0.011570693,1
PHF5A,0.096702217,1
T2,0.439860091,1
AC096601.1,-0.05525839,1
CENPT,-0.578944176,1
EEF1B2,0.036204107,1
RSF1,0.118394179,1
AABR07049149.1,0.279777194,1
FER1L5,-0.210889088,1
FGFRL1,-0.162318929,1
TENT4B,0.122523827,1
GOLIM4,0.066304947,1
METTL24,0.124186851,1
TNFAIP8L3,0.074572191,1
SCEL,0.713394488,1
FAM89B,-0.070778771,1
CDC23,-0.01144918,1
CADM4,-0.02044024,1
ZKSCAN2,0.163992966,1
WWC3,-0.044115285,1
TMEM54,0.826343461,1
AMZ1,0.081299287,1
HAUS5,-0.209877212,1
INO80D,-0.373488935,1
AABR07035470.1,-0.123227001,1
RBM42,-0.109092209,1
CCDC170,0.665329801,1
AABR07019083.1,0.031600429,1
COX6B1,-0.101230869,1
KCNF1,-0.086548604,1
XKR8,-0.07260557,1
SHROOM2,0.071003372,1
FASTKD1,0.062304466,1
SENP6,0.173519999,1
LOC690276,0.077061326,1
PARD3B,-0.646692377,1
PLET1,0.409448399,1
CBARP,-0.108259454,1
TYW1,-0.101072436,1
SERTAD1,-0.046681972,1
ENKD1,-0.23113685,1
ECT2,-0.262645954,1
CWF19L2,0.129472011,1
ZFP111,-0.080106672,1
FCGR3A,0.543618228,1
OSM,0.45262684,1
FOCAD,0.009568134,1
BLVRB,-0.033354008,1
CBR4,0.104705037,1
ATE1,0.091253494,1
LOC100910636,-0.295400123,1
AABR07032520.1,-0.04280374,1
KIF20A,0.259592495,1
FBXL7,-0.421665524,1
AABR07035946.1,-0.024203808,1
BLCAP,-0.064836997,1
SLX4,0.012866454,1
POC1B,0.249853567,1
CARMIL2,-0.136110604,1
CCDC149,-0.01794495,1
GNPTG,-0.192478268,1
RADIL,-0.132125791,1
PDE11A,-0.35554387,1
TARSL2,-0.138751744,1
0,0.109103053,1
TRAF3IP1,0.059945254,1
LMAN1,-0.043530454,1
KLHL34,-0.044247701,1
TNRC18,-0.055707967,1
AP1AR,-0.113926519,1
AABR07056633.1,0.115540868,1
U2AF1L4,-0.103835737,1
RGS3,0.059005045,1
NBAS,-0.041708818,1
PPP1R35,-0.054028078,1
LOC500475,0.090809267,1
AABR07057678.1,-0.015924617,1
DNAI2,0.31769307,1
ALKBH8,0.324493123,1
TTC34,0.313950833,1
LYRM1,-0.006943626,1
EOGT,0.052181531,1
ZZEF1,-0.024187229,1
AABR07032338.1,0.617793275,1
NDUFB6,-0.244998469,1
MFSD4B,0.0796833,1
CCDC18,0.115540868,1
MUM1,-0.01354638,1
CYB5D2,0.055138754,1
CEP112,0.43467791,1
TGFBRAP1,-0.178973511,1
GANC,-0.00690563,1
SH3D21,-0.042163801,1
E130309D02RIK,-0.109875989,1
NDUFS7,-0.169746959,1
GIMAP9,0.046041563,1
GAMT,-0.064263219,1
TTYH2,0.074374455,1
MAMSTR,-0.201197546,1
FHDC1,0.021679593,1
CERS6,-0.014663895,1
TAF11,0.206436865,1
PLEKHA7,-0.021242368,1
RPS15,-0.140983487,1
FAM220A,-0.110553211,1
LOC102550456,-0.103185564,1
AC099444.1,0.3664996,1
MAMDC2,0.294120862,1
RGD1309170,-0.638279574,1
PROSER3,0.159477363,1
HADHA,-0.045145493,1
CHADL,-0.052393794,1
ATF6,0.026284925,1
CRAMP1,-0.016916358,1
GPR85,0.105794849,1
OACYL,-0.537133868,1
NYAP1,-0.005509,1
PPP4R2,0.142237592,1
CKAP2,-0.136700491,1
GREB1,0.166615796,1
MFSD4A,-0.079264873,1
JPT2,0.01260845,1
FKBP15,-0.12786482,1
DMXL1,0.158305148,1
ARHGAP33,-0.140079673,1
IZUMO1,0.394432125,1
HOPX,0.171221698,1
ZFP831,0.047567637,1
DOCK5,-0.093304299,1
RARRES2,-0.104881213,1
SDK2,-0.013859393,1
INSC,-0.543718375,1
LOC108348070,-0.239508772,1
ARHGAP22,-0.039817204,1
PAX5,-0.336356981,1
PPM1E,-0.079939611,1
MND1,0.203549397,1
TNRC6A,0.048528391,1
L3MBTL2,-0.027391455,1
H2AFY2,0.117178988,1
AABR07043169.1,0.259249244,1
AABR07069219.1,0.149937315,1
LOC685431,0.474218617,1
POLR2B,0.1153056,1
MGC95210,0.102084004,1
ASB6,-0.073420525,1
KCTD21,-0.025927266,1
LOC103689978,0.056456349,1
AC123494.1,-0.315208255,1
LRRC47,-0.181442631,1
BORA,0.031689435,1
CD93,-0.334596249,1
SLC35A2,-0.025784618,1
STK39,-0.006547243,1
NTMT1,0.010670791,1
MZT1,0.082392965,1
EVA1B,-0.363703964,1
COL22A1,0.381198523,1
FAM163A,-0.280966604,1
AABR07014804.1,-0.079609573,1
GPR158,0.038988086,1
TPTE2,0.840477894,1
AABR07031695.1,-0.418364718,1
TYSND1,0.102255137,1
MRPS21,-0.118879467,1
IER5L,0.276767623,1
FGA,0.262446634,1
TOR1AIP2,-0.140811282,1
TMX4,0.209903059,1
FAM76B,0.185337765,1
EME2,-0.167459146,1
ANKS1B,0.016074026,1
PRTFDC1,0.052778034,1
RBM44,-0.697977825,1
POLRMT,0.027796509,1
EXT1,-0.138944807,1
NEWGENE_1359268,0.136565499,1
CXCL13,-0.675366145,1
PLA2G4E,0.004755061,1
DRC1,0.132835817,1
TNRC6B,0.031992122,1
ALS2CR12,-0.060074328,1
FAM229B,0.266055361,1
FBXO24,-0.217285459,1
NNAT,-0.358329513,1
CEP19,-0.014946216,1
NUDCD1,0.038583164,1
SMIM19,0.216687051,1
CCDC88B,-0.268963477,1
NPAT,-0.007197018,1
DUSP18,-0.031368381,1
RGD1559441,0.012349627,1
MGAT5B,0.001271765,1
SCYL2,0.088503814,1
DNALI1,-0.319821262,1
USP35,-0.077086512,1
NUFIP2,0.171238054,1
UQCRB,-0.05578337,1
COX10,-0.135276177,1
ATP8B3,-0.04251503,1
TRPS1,0.121888947,1
CEP104,-0.038440848,1
PCOLCE,-0.600978968,1
AC114460.1,-0.251710829,1
CCDC190,0.484591788,1
CHD8,0.008431788,1
AABR07072260.1,-0.431830658,1
STAT6,0.17042557,1
DNTTIP2,-0.058738047,1
PRKDC,0.029767434,1
DFFB,-0.193629573,1
RGD1304567,-0.035972987,1
GNG10,-0.19261064,1
PDE3A,-0.391852081,1
TAL1,-0.163558613,1
STARD5,-0.325143521,1
LRP1,-0.086212521,1
ZDHHC19,0.882350678,1
NXPH4,0.031045892,1
NANOS1,-0.180190129,1
SPINDOC,-0.073210144,1
RGD1560436,0.150116584,1
MOCS3,-0.220246687,1
LY9,0.262446634,1
QRICH1,-0.01833273,1
RELT,-0.041816197,1
ECPAS,0.036132947,1
FAM126B,0.101617909,1
GPR183,0.656184694,1
IKBKE,-0.290166734,1
ANKRD35,0.08701616,1
VWA3A,-0.18561967,1
NFKBID,0.080260709,1
EXPH5,-0.023111849,1
NOXO1,-0.355176379,1
GLI1,-0.074955034,1
PLA2G3,0.765887028,1
PALB2,-0.006349526,1
LTK,0.014422035,1
ZFAT,0.044690798,1
KIZ,0.193608866,1
MEX3B,0.052026537,1
ICAM2,-0.190368493,1
RMDN1,-0.029124367,1
ILDR2,-0.074876427,1
LOC100359574,0.004413504,1
LMTK2,0.003251166,1
LOC100911130,-0.007824051,1
AABR07008904.1,0.54617583,1
TMEM56,0.16762418,1
BHLHA15,0.029055182,1
SEMA4B,-0.250759033,1
KAT6A,-0.111526884,1
AABR07045322.1,-0.47573191,1
PIGU,0.080060633,1
PRSS35,0.637253099,1
NUP188,-0.154278456,1
METTL18,0.256129831,1
GAS2L3,-0.321366511,1
PLXND1,0.190023829,1
LOC100361265,-0.401871819,1
RGD1565131,-0.397421028,1
LOC108348106,-0.151289605,1
PCID2,-0.004050255,1
LRRC29,-0.715584463,1
TMEM130,0.042195707,1
NUDT15,-0.293006608,1
TRRAP,-0.022029935,1
RGD1311946,-0.302074905,1
YARS2,-0.004729186,1
QRICH2,0.067305353,1
LOC691254,1.228433509,1
SLC25A44,-0.099233885,1
AABR07068728.1,-0.489018902,1
HEXB,0.088015563,1
SCAI,-0.121289929,1
GFM2,0.025781692,1
PANK2,0.080595166,1
AABR07038029.1,0.515548176,1
MAVS,0.092877931,1
LRRC8A,-0.062448447,1
POP7,-0.040283401,1
GPATCH11,0.02695434,1
SCYL3,-0.056934485,1
SPIRE1,0.008501038,1
TERT,-0.151394462,1
CD109,-0.027494602,1
MSI2,-0.078182987,1
MANEAL,0.143513512,1
PPP1R13L,0.121081875,1
EARS2,-0.174919799,1
RINL,-0.319821262,1
EXD1,0.491694119,1
SPRY1,-0.268996142,1
GLCE,0.13747065,1
AABR07007758.1,0.202385258,1
CCDC155,-0.113162572,1
PDHA1,0.099615069,1
SLC2A10,0.198003488,1
COA4,-0.04509407,1
MRPL33,-0.040484635,1
TANC1,-0.221556547,1
IQGAP2,-0.237081614,1
DUX4,0.20708356,1
METTL11B,-0.180895372,1
DPY19L4,0.080800161,1
ARMC9,0.006304837,1
MAP3K13,-0.206111287,1
YRDC,0.079693026,1
RP2,-0.353031993,1
DDX18,-0.09292278,1
MAP1LC3A,-0.16046454,1
LIMD2,-0.09983388,1
RRM2B,0.170467761,1
MARS,-0.043863342,1
WDR41,-0.047056784,1
LOC100125362,0.042296399,1
TPPP2,0.30292678,1
TMEM252,-0.060190904,1
AC135142.1,-1.047552582,1
DCTN2,-0.05954382,1
TMEM177,-0.274424082,1
NSUN7,0.098911939,1
USP7,0.044006865,1
FBXL6,-0.09410141,1
CRB2,0.648953627,1
SNX31,-0.025640079,1
ARHGEF37,0.292830315,1
ANKRD46,0.0275235,1
APBB2,-0.175844997,1
METTL17,-0.036972914,1
OC90,0.700944223,1
CARMIL3,-0.014338151,1
ARMH3,-0.041850897,1
MTCL1,0.104268305,1
EFR3A,-0.070913383,1
VPS13A,0.251242989,1
TVP23A,-0.111694037,1
RGS22,0.198801143,1
ZFP445,0.118509843,1
PALM2,-0.032685332,1
OS9,-0.085144723,1
LOC100912618,-0.069037909,1
AGAP2,-0.130720202,1
PLAGL1,0.152808573,1
JPH4,-0.078669012,1
TSPAN31,-0.029835771,1
SCRT1,-0.002753094,1
AGO4,0.259054934,1
CDK4,-0.020765005,1
ADGRF2,-0.05308339,1
ATAD2,0.262247249,1
SEZ6L,-0.106449215,1
AP1G2,0.079099725,1
ARHGAP20,0.162256349,1
RNASE4,0.067305353,1
PRPF3,-0.097169229,1
ZFHX2,-0.125036405,1
SLC39A12,0.359870874,1
GML,0.368338203,1
CCDC13,0.001381443,1
LOC499331,0.334203801,1
DHRS7L1,0.31769307,1
IKZF5,-0.359450387,1
TMEM104,-0.2165878,1
SHISA3,-0.057619263,1
FAM198A,-0.520173444,1
STK40,-0.183477064,1
ABHD1,-0.174344444,1
PLA2G7,0.165988987,1
TDRD6,0.014142287,1
TNS3,-0.029805399,1
NIFK,-0.049778854,1
KDM2B,-0.162658592,1
YOD1,-0.191759107,1
ARMCX2,-0.027922255,1
CES5A,-0.247908836,1
SPOUT1,-0.101263913,1
DYNLRB1,-0.172293898,1
LSM10,-0.141707979,1
LOC100909856,-0.044171937,1
ADAM32,0.962121506,1
ARMCX3,0.081167177,1
PTMA,-0.268545654,1
WDR86,-1.043198535,1
LMNB2,-0.219686027,1
GPR17,-0.111495577,1
MYH6,0.007868242,1
AC128848.1,-0.195876248,1
CLK1,0.158367361,1
SEC31B,0.271808269,1
SPAG6L,0.471579967,1
DYNC1LI2,0.057906089,1
CRK,-0.045903925,1
USP31,0.037365072,1
RGD1306072,-0.043209269,1
PRR3,-0.111958281,1
AARS2,-0.095904043,1
LOC100911713,-0.021191264,1
CFP,0.004319596,1
CDR2L,-0.163488324,1
ZXDC,-0.094251436,1
RBM46,-0.116560132,1
ZER1,-0.079236301,1
CCDC102A,-0.173060736,1
SSPO,-0.208830776,1
DRC7,0.646983253,1
LOC108348120,-0.009407433,1
KLHL33,0.354014618,1
RBMS3,-0.193590869,1
GNAS,-0.290211855,1
OPA3,-0.076318996,1
SET,0.133707987,1
CAVIN2,0.220684632,1
THADA,-0.117027741,1
UQCC2,-0.040634198,1
HCCS,0.173740456,1
LOC103693776,-0.064221238,1
HEATR5B,-0.109379534,1
RPL6,-0.073205416,1
ZFP26,0.039167379,1
LIN28B,0.032602901,1
METTL9,0.143907258,1
IGF2BP2,0.44903988,1
INAVA,0.085241903,1
AABR07068127.1,-0.045254107,1
GRAMD2A,0.032015318,1
LOC691418,0.473314914,1
SKA2,0.379243839,1
PEX1,0.05199137,1
MRRF,-0.157120161,1
AABR07045485.1,0.878091901,1
INTS5,-0.059589906,1
GTF2E1,-0.021305905,1
TAF4B,-0.200127713,1
PDYN,0.064431026,1
PLB1,-0.91346628,1
PRSS53,-0.022218027,1
PRRG1,0.093899331,1
GBF1,-0.024825866,1
QRSL1,-0.095256774,1
EPB41L4A,-0.041692861,1
AABR07044362.1,-0.187040704,1
GREM1,-0.246538099,1
NEUROD6,0.011708949,1
CCNB1IP1,-0.442128165,1
PAQR6,-0.024543304,1
ARSI,0.558369699,1
SLIT1,-0.156408023,1
LOC688390,0.160737039,1
RABL3,-0.16213081,1
IGFN1,0.210729708,1
SLC10A4,0.237354659,1
TCOF1,-0.068651483,1
PRMT1,0.035797165,1
SCML4,0.111714874,1
MORN5,0.307189922,1
TMEM202,-0.177351421,1
AP5B1,-0.065805137,1
ZFP646,-0.014500374,1
SALL3,-0.012483604,1
FAM8A1,0.197984773,1
ID3,0.15501392,1
CPNE8,0.061741853,1
TRDMT1,-0.102110329,1
TNFAIP8,0.172825614,1
CKAP2L,-0.171762935,1
PNPLA4,0.098173653,1
CETN4,0.868988898,1
CPT1C,-0.11482131,1
BBS4,0.034642138,1
EFCAB12,0.636163254,1
MGAM,-0.289972506,1
ADPGK,0.05231237,1
LETM2,0.31021714,1
SYDE2,-0.016631037,1
DCLRE1A,-0.044360405,1
MRI1,-0.247180236,1
MICALL1,-0.026089028,1
TP53TG5,0.059618944,1
ARMC2,-0.255214103,1
HOOK1,0.198540637,1
MORC3,0.125898901,1
INSYN1,-0.129353829,1
ARID4A,0.059522392,1
AP2A1,-0.136126231,1
NMT2,-0.023870567,1
RPL11,-0.057779307,1
IGBP1,-0.046297388,1
TMEM245,0.09467555,1
ZC3H6,0.178056384,1
METTL4,0.191457908,1
NHLRC1,0.14261145,1
JUN,0.029811116,1
RBPJL,0.101891103,1
MYSM1,0.059996615,1
LRRN4CL,-0.333669072,1
CLEC5A,0.546949357,1
LOC100911585,0.268061947,1
0,0.02337845,1
TAF7L,0.219479469,1
WDR43,-0.002878327,1
AKAP9,0.017552992,1
EQTN,0.146695377,1
STARD6,-0.249818766,1
GPR137C,0.143265127,1
TMEM255B,-0.17741771,1
TOGARAM2,-0.114392494,1
CLDN34E,1.291374672,1
AABR07041963.1,-0.122172171,1
CDH12,0.404358648,1
NAF1,0.235473534,1
FAM184A,0.14236415,1
RNF169,-0.348839941,1
COL14A1,0.152256886,1
RGD1560958,-0.054304796,1
IQCG,0.599675807,1
PPP6R2,-0.067795487,1
SYT7,-0.116475892,1
ARID3A,0.135976492,1
WEE2,0.262446634,1
DISP3,0.027893929,1
GPD1L,-0.020577455,1
TBCCD1,0.115490962,1
RGD1559962,-0.026641388,1
LRRTM3,0.041328155,1
CAD,-0.090874352,1
GLTPD2,0.02921018,1
DNM3,-0.042084353,1
CDNF,-0.310478395,1
PIGC,0.035015674,1
DSCC1,0.329954034,1
XRRA1,0.588243326,1
FAM114A1,-0.062372826,1
VMO1,-0.061149825,1
WDR93,0.330589375,1
VRK3,-0.026993371,1
TMEM156,-0.237813525,1
LOC100364062,-0.120165516,1
SNX32,0.018097237,1
MRPS33,-0.166918641,1
SUCO,0.045349426,1
PTPDC1,-0.131982377,1
LOC102555377,0.50034125,1
ZFP473,0.127518796,1
OPHN1,-0.058499484,1
CPNE4,0.103499267,1
AC119332.1,-0.162705466,1
LRRC66,0.412910303,1
DPY19L1,0.144696559,1
RHBDL2,-0.15086174,1
AABR07073134.1,0.287220209,1
CAPS2,-0.401871819,1
CERCAM,0.158052629,1
IFI27L2B,-0.897852522,1
AKIRIN1,-0.023198732,1
NDUFB2,-0.026131697,1
URM1,-0.061107924,1
CHORDC1,0.310817508,1
GLIPR1,0.096072204,1
NDUFS5,-0.049300346,1
CXCL16,0.305805772,1
DNMT3A,0.060344867,1
HCAR2,-0.206850595,1
PLEKHF2,0.173543677,1
MGC94199,0.096108934,1
PRR20E,0.637009035,1
LOC500567,-0.243263596,1
SCN4B,0.305709136,1
KIN,-0.06863478,1
COQ4,0.026265085,1
DRP2,0.045769951,1
DGKI,-0.018755437,1
LOC100360449,0.048199482,1
YPEL5,0.128798374,1
ACSL6,-0.004261937,1
DENND2A,-0.021573621,1
MPZL3,0.344619759,1
USP47,0.038376426,1
TSPY26,-0.204740639,1
PMPCA,-0.050328086,1
SMYD4,-0.062850657,1
DISP2,0.009858891,1
PGBD5,-0.035577277,1
NT5DC3,-0.346041492,1
AC127084.2,0.561350769,1
ZBTB9,-0.037146796,1
LOC362863,-0.105386795,1
AABR07044933.1,0.195579999,1
ARHGAP42,-0.403299076,1
SCFD2,-0.254371627,1
UBE4A,0.142906584,1
THAP3,-0.05831908,1
NNT,-0.075282506,1
FAM81B,-0.346976652,1
URB2,0.063252484,1
KIF7,-0.237252997,1
AABR07002071.1,0.076069649,1
SYN3,-0.132028536,1
ZFP956,-0.048863027,1
USP38,0.013754259,1
SNX17,-0.111359573,1
AC093995.1,0.496581156,1
ZBTB8B,-0.057410777,1
PPIL2,0.012475295,1
LYVE1,0.16537934,1
PPM1G,-0.001665025,1
ZBTB37,0.37673941,1
BBS10,-0.035096189,1
DNAH1,0.24363759,1
AABR07021573.2,-0.15687477,1
RGD1565367,-0.441666304,1
AABR07008097.1,-0.038835871,1
ARSK,0.07734872,1
TRIL,-0.111004846,1
RGD1311595,-0.023438413,1
GPR150,-0.205496964,1
SUSD5,0.132133704,1
GPR88,0.169137198,1
CYREN,-0.196062664,1
OSBPL8,0.077418625,1
HSP90B1,0.063447155,1
GAS8,-0.106415966,1
TMEM140,0.151004173,1
DBNDD1,0.025626731,1
OSCP1,0.056860669,1
AABR07069466.1,-0.068470792,1
ZFP282,-0.11515551,1
LOC691921,0.210938547,1
PHLDB1,-0.045695425,1
AFG3L1,0.025546433,1
NEWGENE_1310139,0.082337784,1
LOC100911361,0.16356289,1
IGTP,-0.026519718,1
USP54,0.0257281,1
SPATA31D1,0.123474134,1
YTHDF1,0.093377546,1
COBLL1,-0.144373174,1
RNASEL,0.169766375,1
RGS16,0.078032903,1
JAZF1,-0.18277603,1
ADM,-0.175105124,1
RHBDD3,-0.249106799,1
ALOX12,-0.578293518,1
MRPL22,0.148623839,1
GGACT,-0.129135557,1
SRD5A2,-0.636362574,1
ATP5MF,-0.095457182,1
GGA3,-0.051312134,1
NXPE5L1,0.24363759,1
STK32A,-0.275486507,1
IMPAD1,0.043409483,1
TMEM186,0.019957899,1
UBE2K,-0.022821984,1
ELL2,-0.159521088,1
KCTD18,0.005858525,1
SEZ6L2,-0.085529041,1
FBXL2,-0.163737837,1
GPR151,0.175414893,1
ODF3L1,0.05696855,1
ZC2HC1C,-0.052820332,1
TDG,-0.02821022,1
MBOAT1,-0.462991622,1
DPY30,0.148942637,1
SPAST,0.087158945,1
KRT20,1.178586402,1
RORA,0.15692049,1
LRRC58,-0.070141273,1
N4BP2,0.128761013,1
MORN4,-0.027224291,1
LY6G6E,-1.30151084,1
RGD1359158,0.123004885,1
NDST2,-0.011561784,1
CNPY4,0.021796159,1
ZFYVE9,0.016210663,1
BIRC6,0.031065419,1
AABR07051376.1,-0.042886737,1
SGSM2,-0.016180872,1
MAP6,-0.019988166,1
ASPHD1,-0.022137139,1
PCDHGB8,-0.007657657,1
MOGAT2,0.080764728,1
SLC35D2,0.149235609,1
FHOD3,-0.022712911,1
PCDHGA11,-0.126900797,1
TRPC5,-0.007494279,1
ZFP367,0.256892939,1
JRK,-0.198082155,1
KNDC1,-0.141329855,1
TDRP,0.129706833,1
FANCL,0.064516689,1
RBM27,-0.006463276,1
PCDHGA10,-0.057827018,1
GMIP,-0.043506627,1
AABR07029661.1,-0.368906601,1
ADPRH,-0.097191823,1
TMEM267,0.197502893,1
DAGLA,-0.064799518,1
RGD1359290,-0.147397315,1
XKR4,-0.133208195,1
PCDHGA8,-0.130092293,1
PRAMEF8,-0.169015825,1
CEP68,-0.016402028,1
LRRC75A,-0.033812479,1
PCDHGA7,-0.136719341,1
APH1B,0.01864128,1
PCDHGA6,-0.17088325,1
