ID	FC	
Hpdl	-0.18	
AABR07005779.3	-0.18	
AABR07052486.1	-0.18	
Rap2c	-0.18	
Scd2	-0.18	
Nectin2	-0.18	
Ripk1	-0.18	
LOC688442	-0.19	
Fads1	-0.19	
Itm2a	-0.19	
St8sia4	-0.19	
Kmt5a	-0.19	
Slc26a1	-0.19	
P2ry6	-0.19	
Alas2	-0.19	
Pld1	-0.19	
Ptprm	-0.19	
Pacsin2	-0.19	
Nupl2	-0.19	
Was	-0.19	
Hist1h2ao	-0.19	
Rgs22	-0.19	
Trim54	-0.19	
Hmga1	-0.19	
Ghr	-0.19	
Cxcl14	-0.19	
Klhl4	-0.19	
Pcna	-0.19	
Nusap1	-0.19	
LOC501038	-0.19	
Nudt5	-0.19	
Col18a1	-0.19	
0	-0.19	
Rbp4	-0.19	
Cdc42ep4	-0.19	
Fabp7	-0.19	
Nek5	-0.19	
Fads2	-0.19	
AABR07070131.1	-0.19	
Strip2	-0.19	
RGD1559896	-0.19	
Cspg4	-0.19	
Map3k13	-0.19	
Gpr63	-0.19	
Neu3	-0.19	
Plekhh3	-0.19	
Dchs1	-0.19	
Mmp14	-0.19	
Adipor2	-0.19	
Optc	-0.19	
Pard3b	-0.19	
Mkx	-0.19	
Ctnna2	-0.19	
Cers2	-0.19	
Snx33	-0.19	
RF00287	-0.19	
AC136661.1	-0.19	
Plscr3	-0.19	
Fkbp14	-0.19	
Rbmxl1b	-0.19	
Ctgf	-0.19	
LOC108348323	-0.19	
Hspb8	-0.19	
Clcn5	-0.19	
Rorb	-0.19	
AABR07027555.1	-0.19	
Trim5	-0.19	
Aurka	-0.19	
Asl	-0.19	
AABR07024593.2	-0.19	
Sgms2	-0.19	
Itgb5	-0.19	
Tet1	-0.19	
Pou2f1	-0.19	
Ccdc191	-0.19	
Gpc3	-0.19	
Ppp1r17	-0.19	
Baiap2l1	-0.19	
Zfp869	-0.19	
Sh2d5	-0.19	
Casp1	-0.19	
LOC257650	-0.19	
Ccdc91	-0.19	
C1rl	-0.19	
Tnfrsf1b	-0.19	
Kiz	-0.19	
Cdh24	-0.19	
Thrsp	-0.19	
Hap1	-0.19	
Irgm	-0.19	
Gulp1	-0.19	
Polr3h	-0.19	
Fcgr2a	-0.19	
Nmral1	-0.19	
Ankrd13a	-0.19	
Cspg5	-0.19	
Sema6d	-0.19	
Nxnl2	-0.19	
Apold1	-0.19	
Rdh11	-0.19	
Abhd3	-0.19	
RF00277	-0.19	
Sh3bp1	-0.19	
AABR07010705.1	-0.19	
Acer2	-0.19	
Bhlha15	-0.19	
Prickle3	-0.19	
Zfp787	-0.19	
Cdc6	-0.19	
Fbxo5	-0.19	
Tjap1	-0.19	
Dhx34	-0.19	
AABR07028488.1	-0.19	
Sema3g	-0.19	
Pdp1	-0.19	
Klf14	-0.19	
Slc9a3r2	-0.19	
Pcdhb12	-0.19	
Tnfaip8l2	-0.19	
Slc32a1	-0.19	
Fam19a2	-0.19	
Rps2	-0.19	
Chtf18	-0.19	
Ddr1	-0.19	
Whrn	-0.19	
Cntf	-0.19	
Rd3l	-0.19	
Slain1	-0.19	
Folh1	-0.19	
AABR07035437.1	-0.19	
AABR07029613.1	-0.19	
AC141169.2	-0.19	
Galnt10	-0.19	
Tmem185a	-0.19	
Prelp	-0.19	
Lgals7	-0.20	
AABR07014804.1	-0.20	
Nos3	-0.20	
Arrdc2	-0.20	
Acer3	-0.20	
Pcdhb4	-0.20	
Hdhd5	-0.20	
AABR07040947.1	-0.20	
Rps18	-0.20	
Ccdc114	-0.20	
Tgfbr1	-0.20	
S100a13	-0.20	
Fam72a	-0.20	
Pik3c2b	-0.20	
AABR07067355.1	-0.20	
Sfrp4	-0.20	
Tigd2	-0.20	
Coch	-0.20	
Slc38a3	-0.20	
Sapcd2	-0.20	
RGD1565785	-0.20	
Capn6	-0.20	
Rnf213	-0.20	
Zic5	-0.20	
Ppdpf	-0.20	
Dusp11	-0.20	
Dock1	-0.20	
AABR07025140.1	-0.20	
B4galt1	-0.20	
Pon3	-0.20	
Crtapl1	-0.20	
Gimap8	-0.20	
AABR07054367.1	-0.20	
Nr2e1	-0.20	
Alg8	-0.20	
RT1-CE10	-0.20	
AABR07048653.1	-0.20	
Ctbs	-0.20	
Fam174b	-0.20	
Pcdhb10	-0.20	
Prkd1	-0.20	
F11r	-0.20	
RGD1563365	-0.20	
Rassf5	-0.20	
Ddit4	-0.20	
AABR07043654.1	-0.20	
Stom	-0.20	
Rfx2	-0.20	
Sap30l	-0.20	
Arhgap4	-0.20	
Timp3	-0.20	
Wls	-0.20	
Fgfr2	-0.20	
Sparc	-0.20	
Pmel	-0.20	
Brf2	-0.20	
Ccdc61	-0.20	
Pik3ap1	-0.20	
Usp43	-0.20	
Il15	-0.20	
Ubap1l	-0.20	
Fam76a	-0.20	
Oma1	-0.20	
Insig2	-0.20	
Svbp	-0.20	
LOC361016	-0.20	
Ccdc62	-0.20	
AABR07055191.1	-0.20	
Kcnq4	-0.20	
Rab20	-0.20	
Rassf6	-0.20	
Kcnj14	-0.20	
Nek2l1	-0.20	
Usp18	-0.20	
Nacc2	-0.20	
Fut7	-0.20	
AABR07053734.2	-0.20	
AABR07054266.1	-0.20	
AABR07018038.1	-0.20	
AABR07015346.1	-0.20	
Oplah	-0.20	
Phkg1	-0.20	
RGD1563861	-0.20	
Map3k14	-0.20	
Psat1	-0.20	
Zfp496	-0.20	
Cd99	-0.20	
Eva1b	-0.20	
Zfp472	-0.20	
AABR07066144.1	-0.20	
Ccdc113	-0.20	
Smpdl3a	-0.20	
Cd38	-0.20	
Dbx2	-0.20	
Trim36	-0.20	
Slc7a5	-0.20	
Abhd5	-0.20	
Ddx55	-0.20	
Eif4ebp2	-0.20	
Cplx3	-0.20	
AABR07030903.1	-0.20	
Slc12a2	-0.20	
Chd7	-0.20	
Slco1a4	-0.20	
Slfn5	-0.20	
AABR07066861.1	-0.20	
Gpc2	-0.20	
Btc	-0.20	
Stk32b	-0.20	
Acat2	-0.20	
LOC100910284	-0.20	
Wdr76	-0.20	
Meis3	-0.20	
Qdpr	-0.20	
Cyth4	-0.20	
Cyba	-0.20	
P2ry12	-0.20	
Lepr	-0.20	
Rwdd3	-0.20	
Ybx3	-0.20	
Cmtm5	-0.20	
Ddah2	-0.20	
Art3	-0.20	
Siah2	-0.20	
Prkd3	-0.20	
Rrp36	-0.20	
Mcam	-0.20	
Sowahb	-0.20	
Znrd1as1	-0.20	
Ttll3	-0.20	
Mns1	-0.20	
Pcdhb3	-0.20	
LOC100362342	-0.20	
RGD1306227	-0.20	
Negr1	-0.20	
Ampd3	-0.21	
Mthfd1	-0.21	
Hsf4	-0.21	
RF00493	-0.21	
AABR07054368.1	-0.21	
Rbm7	-0.21	
Plekhf1	-0.21	
Myo6	-0.21	
RGD1559962	-0.21	
Stxbp2	-0.21	
Tlr4	-0.21	
AABR07043190.1	-0.21	
AABR07030914.1	-0.21	
Slc13a3	-0.21	
AC109707.1	-0.21	
Acpp	-0.21	
Ppm1n	-0.21	
Mapkapk3	-0.21	
Necap2	-0.21	
Ndrg2	-0.21	
Tle4	-0.21	
Gpr3	-0.21	
Garem2	-0.21	
Sfxn2	-0.21	
Mab21l2	-0.21	
LOC108351584	-0.21	
Rnaset2	-0.21	
AABR07012081.1	-0.21	
Acss1	-0.21	
AABR07068285.2	-0.21	
Spata32	-0.21	
Tead1	-0.21	
LOC108348568	-0.21	
Hmcn1	-0.21	
RGD1562420	-0.21	
LOC100911851	-0.21	
Adtrp	-0.21	
AC133265.1	-0.21	
Hck	-0.21	
Vstm4	-0.21	
Rpl32	-0.21	
Spa17	-0.21	
Slc35d3	-0.21	
Gpr37l1	-0.21	
Vash2	-0.21	
Ybx1	-0.21	
Zfp358	-0.21	
Ptpn18	-0.21	
Tmem138	-0.21	
Sh3tc2	-0.21	
RF00413	-0.21	
Mapk15	-0.21	
Tac3	-0.21	
Mrgprf	-0.21	
Ccnjl	-0.21	
Spem1	-0.21	
C1qb	-0.21	
Otud1	-0.21	
Arx	-0.21	
Arhgap15	-0.21	
Trhde	-0.21	
LOC102547949	-0.21	
Ankfn1	-0.21	
LOC100909869	-0.21	
Nfya	-0.21	
Slc39a12	-0.21	
Slc15a2	-0.21	
Tbx19	-0.21	
Dock8	-0.21	
Litaf	-0.21	
Gcsh	-0.21	
Vwa1	-0.21	
Tctex1d1	-0.21	
Mk1	-0.21	
LOC102549869	-0.21	
Camk1	-0.21	
Il11ra1	-0.21	
AABR07069454.1	-0.21	
LOC501297	-0.21	
Plcb3	-0.21	
Erbin	-0.21	
Gpr34	-0.21	
Samd11	-0.21	
Pla1a	-0.21	
Colec11	-0.21	
AABR07007121.1	-0.21	
LOC108348072	-0.21	
C1ql1	-0.21	
AABR07050222.1	-0.21	
Adamts9	-0.21	
Slc29a3	-0.21	
Ptpn13	-0.21	
Tbc1d9b	-0.21	
S1pr2	-0.21	
Tapbpl	-0.21	
Dcakd	-0.21	
Smad6	-0.21	
Mdk	-0.21	
Dynlt1	-0.21	
Vtn	-0.21	
AABR07002882.1	-0.21	
Pkd1l3	-0.21	
B3glct	-0.21	
LOC365238	-0.21	
Tmem38b	-0.21	
Gdf10	-0.21	
Stc1	-0.21	
Adhfe1	-0.21	
Kcnh4	-0.21	
AABR07000222.1	-0.21	
AABR07019341.1	-0.21	
Mrps18b	-0.22	
Morn5	-0.22	
Ccdc88c	-0.22	
Osbpl3	-0.22	
Mfsd6l	-0.22	
Atox1	-0.22	
Use1	-0.22	
Arhgap24	-0.22	
Marcks	-0.22	
LOC681458	-0.22	
Map4k4	-0.22	
Ccdc173	-0.22	
Polr1e	-0.22	
Tcf7l1	-0.22	
AC117869.1	-0.22	
Nxt2	-0.22	
Kcnj2	-0.22	
Col4a5	-0.22	
Pid1	-0.22	
Klf2	-0.22	
Mrc1	-0.22	
Arhgap19	-0.22	
Rbm12b	-0.22	
Xpa	-0.22	
Scamp2	-0.22	
Ppp1r15a	-0.22	
Blnk	-0.22	
AABR07039304.1	-0.22	
AC126486.1	-0.22	
Slc22a8	-0.22	
Scgb1c1	-0.22	
Dlx1	-0.22	
Cd302	-0.22	
Thoc7	-0.22	
Mrc2	-0.22	
Aif1l	-0.22	
Sh3yl1	-0.22	
Riiad1	-0.22	
Inhbb	-0.22	
AC133270.1	-0.22	
Spred3	-0.22	
Abca6	-0.22	
Cnn1	-0.22	
Dok4	-0.22	
Cand2	-0.22	
Snx25	-0.22	
Ccdc152	-0.22	
LOC363337	-0.22	
Pard3	-0.22	
Ybx1-ps3	-0.22	
Scube1	-0.22	
Hexb	-0.22	
AABR07073045.1	-0.22	
Kcnmb4	-0.22	
Cnn3	-0.22	
Pccb	-0.22	
Serinc5	-0.22	
AABR07032255.2	-0.22	
Pde8a	-0.22	
Dock6	-0.22	
Tmem159	-0.22	
Elmo1	-0.22	
Gnb4	-0.22	
Serpinh1	-0.22	
Cx3cr1	-0.22	
Gcnt7	-0.22	
RT1-T24-3	-0.22	
Erich2	-0.22	
Bin2	-0.22	
Anp32a	-0.22	
Slc16a12	-0.22	
Runx2	-0.22	
Nudt2	-0.22	
Mamstr	-0.22	
Sh3bgr	-0.22	
AABR07052587.1	-0.22	
Pttg1ip	-0.22	
Trim65	-0.22	
Pcdhb21	-0.22	
Foxc1	-0.22	
Rps12	-0.22	
Ip6k3	-0.22	
Fam189a2	-0.22	
Npy2r	-0.22	
Rlbp1	-0.22	
Abcg2	-0.22	
Renbp	-0.22	
LOC314140	-0.22	
RF00181	-0.22	
Gprc5b	-0.22	
LOC100911837	-0.22	
Gramd2b	-0.22	
Gltp	-0.22	
Bhmt	-0.22	
Papss2	-0.22	
Fmc1	-0.22	
Clcn1	-0.22	
Igsf3	-0.22	
Laptm5	-0.22	
Cd24	-0.22	
Pcdhgb4	-0.22	
Tns3	-0.22	
Slc2a1	-0.22	
Carhsp1	-0.22	
Tigd3	-0.22	
Calml4	-0.22	
Sdc4	-0.23	
Tmem125	-0.23	
Socs2	-0.23	
Gja5	-0.23	
Rasgrp3	-0.23	
Sipa1	-0.23	
RGD1563888	-0.23	
Hes7	-0.23	
Caskin2	-0.23	
AABR07014239.1	-0.23	
Scpep1	-0.23	
Flnc	-0.23	
Sdr9c7	-0.23	
Gpx3	-0.23	
Trpc3	-0.23	
Frmd5	-0.23	
Cxcl16	-0.23	
AC098622.2	-0.23	
LOC100910771	-0.23	
E2f2	-0.23	
Tph1	-0.23	
Anks1a	-0.23	
Adra1d	-0.23	
RGD1309028	-0.23	
Ccdc33	-0.23	
Hilpda	-0.23	
AABR07033570.2	-0.23	
Cdt1	-0.23	
AABR07051787.1	-0.23	
Als2cl	-0.23	
Ostf1	-0.23	
Mad2l2	-0.23	
Prph	-0.23	
Ggact	-0.23	
Igf2	-0.23	
Kank1	-0.23	
Tmem134	-0.23	
AABR07027322.1	-0.23	
Ptprc	-0.23	
Gpld1	-0.23	
Pde11a	-0.23	
AC112062.1	-0.23	
C4bpa	-0.23	
S100a3	-0.23	
Ptpn7	-0.23	
AABR07044631.1	-0.23	
Mn1	-0.23	
Chrnb1	-0.23	
AABR07056686.1	-0.23	
Lipg	-0.23	
Plekhf2	-0.23	
RF00181	-0.23	
Plxnd1	-0.23	
Nap1l5	-0.23	
Arhgef10	-0.23	
Foxs1	-0.23	
Lrrc55	-0.23	
Aspa	-0.23	
Pkig	-0.23	
Stard13	-0.23	
LOC100365958	-0.23	
Mlc1	-0.23	
Il4r	-0.23	
Hopx	-0.23	
Zpbp	-0.23	
Rft1	-0.23	
AABR07051878.1	-0.23	
AABR07049149.1	-0.23	
Gadd45b	-0.23	
Msantd2	-0.23	
Cd276	-0.23	
Nek11	-0.23	
Slc44a1	-0.23	
Slc12a4	-0.23	
Ablim3	-0.23	
Nfkbid	-0.23	
0	-0.23	
Il33	-0.23	
Pdlim3	-0.23	
Pafah2	-0.23	
Nedd1	-0.23	
AABR07021996.1	-0.23	
Gnb3	-0.23	
Zbtb16	-0.23	
AABR07053879.1	-0.23	
Gfra2	-0.23	
RGD1308134	-0.23	
Tshz1	-0.24	
AABR07035008.1	-0.24	
Nsmce2	-0.24	
Arhgap27	-0.24	
Fbxo17	-0.24	
Cmtm7	-0.24	
Siae	-0.24	
RGD1309362	-0.24	
Sall1	-0.24	
Fam161a	-0.24	
Lgi4	-0.24	
Rhbdd1	-0.24	
RGD1566099	-0.24	
Gcat	-0.24	
Pnlip	-0.24	
Hr	-0.24	
LOC100364500	-0.24	
Clec2g	-0.24	
Ccl19	-0.24	
AY172581.9	-0.24	
Tmem98	-0.24	
AABR07047872.1	-0.24	
Tinf2	-0.24	
LOC103692166	-0.24	
Ly6g5b	-0.24	
AABR07059663.1	-0.24	
Gpr12	-0.24	
Dcst2	-0.24	
AC127887.1	-0.24	
AABR07003500.1	-0.24	
P2ry13	-0.24	
Serpinf1	-0.24	
Tspo	-0.24	
Ntsr2	-0.24	
Ldlrap1	-0.24	
Mettl7a	-0.24	
LOC686087	-0.24	
AABR07058158.1	-0.24	
Arhgap8	-0.24	
Sod3	-0.24	
Gamt	-0.24	
Fmo4	-0.24	
Tlr6	-0.24	
Rnf128	-0.24	
Adgrg1	-0.24	
Tbxas1	-0.24	
Acads	-0.24	
Ccne1	-0.24	
AABR07021596.4	-0.24	
Fbxo48	-0.24	
Clec5a	-0.24	
Txlnb	-0.24	
Lyn	-0.24	
Shb	-0.24	
AABR07044980.1	-0.24	
RF02271	-0.24	
LOC100360117	-0.24	
Tox2	-0.24	
Dapk2	-0.24	
Mtus1	-0.24	
Vangl1	-0.24	
AABR07006030.1	-0.24	
Tnfaip8	-0.24	
Ldlrad3	-0.24	
Nfil3	-0.24	
Grb14	-0.24	
AABR07065448.1	-0.24	
Aifm2	-0.24	
Tfap2b	-0.24	
Aebp1	-0.24	
Rarres1	-0.24	
Rasl11a	-0.24	
Dok1	-0.24	
Klf4	-0.24	
Ahnak	-0.24	
Casp12	-0.24	
Ftl1	-0.24	
Pcdhgb5	-0.24	
Zfp51	-0.24	
Acan	-0.24	
Nsmaf	-0.24	
Fyco1	-0.24	
LOC100911295	-0.24	
Nostrin	-0.24	
AABR07021465.2	-0.24	
Selenop	-0.24	
Chst11	-0.24	
Nemp1	-0.24	
Fjx1	-0.24	
Col16a1	-0.24	
Pigv	-0.24	
Bambi	-0.24	
F5	-0.24	
Dlx5	-0.24	
Slamf8	-0.24	
Hfe	-0.24	
Nlrp1a	-0.25	
Ifngr1	-0.25	
Glb1l2	-0.25	
Grem2	-0.25	
Zfyve21	-0.25	
Cavin3	-0.25	
Gaa	-0.25	
Cacng2	-0.25	
Mtmr10	-0.25	
Rapgef3	-0.25	
Pdgfrl	-0.25	
Zcchc24	-0.25	
Atp10b	-0.25	
AY172581.18	-0.25	
Cntrob	-0.25	
Scd4	-0.25	
Pnoc	-0.25	
Tefm	-0.25	
Nxph1	-0.25	
Ung	-0.25	
Scrg1	-0.25	
Serpine2	-0.25	
Zfp202	-0.25	
Il10rb	-0.25	
Ccdc17	-0.25	
Ppp1r14d	-0.25	
Ammecr1	-0.25	
Prom1	-0.25	
Thbs2	-0.25	
Kcnk2	-0.25	
Rab11fip1	-0.25	
Tgfa	-0.25	
Mydgf	-0.25	
Btbd3	-0.25	
Egflam	-0.25	
LOC691921	-0.25	
S100a16	-0.25	
Gjc2	-0.25	
AABR07025328.1	-0.25	
Mrpl52	-0.25	
F2rl2	-0.25	
Rin3	-0.25	
AABR07066180.1	-0.25	
AABR07003030.2	-0.25	
Tmem132e	-0.25	
Fbxo16	-0.25	
Arhgap28	-0.25	
Slco2b1	-0.25	
LOC685699	-0.25	
AABR07015057.1	-0.25	
Id4	-0.25	
Adgre5	-0.25	
Nhej1	-0.25	
Znrf1	-0.25	
Relb	-0.25	
Ccdc14	-0.25	
AC142154.1	-0.25	
Spsb1	-0.25	
Setdb2	-0.25	
Depdc7	-0.25	
Plxnb3	-0.25	
Lhfpl2	-0.25	
Nfia	-0.25	
Itga1	-0.25	
Ttyh2	-0.25	
Tead4	-0.25	
Ldhd	-0.25	
Pak6	-0.25	
Ankmy1	-0.25	
Cdyl	-0.25	
Naglu	-0.25	
Uqcrb	-0.25	
Rnd1	-0.25	
Sall2	-0.26	
Nfatc1	-0.26	
AC131521.1	-0.26	
Slc9a3	-0.26	
Kcnn3	-0.26	
Cdkn1c	-0.26	
Trem2	-0.26	
Gng7	-0.26	
Pou3f4	-0.26	
Nutm1	-0.26	
AABR07026112.1	-0.26	
Nkx2-2	-0.26	
Eci3	-0.26	
Ptger4	-0.26	
Apoe	-0.26	
RT1-CE7	-0.26	
Srms	-0.26	
Ccm2l	-0.26	
Copz2	-0.26	
Zeb1	-0.26	
Slc13a4	-0.26	
AABR07000733.1	-0.26	
Gjb3	-0.26	
Nlrx1	-0.26	
Trip10	-0.26	
Itga5	-0.26	
Cetn4	-0.26	
RT1-CE4	-0.26	
Hcls1	-0.26	
Prtn3	-0.26	
Ctdsp1	-0.26	
Nudt6	-0.26	
Nckap1l	-0.26	
Dusp10	-0.26	
H2afz	-0.26	
AABR07028805.1	-0.26	
Cdhr1	-0.26	
LOC691141	-0.26	
Steap3	-0.26	
Iah1	-0.26	
Gjd2	-0.26	
AABR07030375.1	-0.26	
Dok3	-0.26	
Adora2b	-0.26	
AABR07018533.1	-0.26	
Mansc1	-0.26	
Isoc2b	-0.26	
AABR07002689.1	-0.26	
Ccdc122	-0.26	
Maob	-0.26	
Gpr143	-0.26	
Izumo1r	-0.26	
Lmod1	-0.26	
Pipox	-0.26	
Sema5b	-0.26	
Pskh1	-0.26	
Fmod	-0.26	
NEWGENE_6497122	-0.26	
Itgb3	-0.26	
Lsr	-0.26	
LOC100362400	-0.26	
Metrn	-0.26	
Gna12	-0.26	
Asic4	-0.26	
Lyar	-0.26	
Snx8	-0.26	
Best1	-0.26	
Tcn2	-0.26	
Isg15	-0.26	
Lhfpl6	-0.26	
Slc38a5	-0.26	
Pmp2	-0.26	
Mir3072	-0.26	
Abi3bp	-0.26	
Oas1a	-0.26	
Slc26a9	-0.26	
Btk	-0.26	
Gatm	-0.26	
Stox1	-0.26	
AABR07015294.1	-0.26	
Kif19	-0.26	
Sipa1l2	-0.26	
Gjb2	-0.26	
Swap70	-0.26	
Gria4	-0.27	
Pcca	-0.27	
Ccdc180	-0.27	
AC118957.1	-0.27	
AABR07064702.1	-0.27	
Ocln	-0.27	
Itga9	-0.27	
Arhgap10	-0.27	
RGD1563400	-0.27	
Fam156b	-0.27	
Sft2d2	-0.27	
Prx	-0.27	
Ggta1	-0.27	
Slc25a34	-0.27	
Tdrd5	-0.27	
Col3a1	-0.27	
Slc8b1	-0.27	
Aqp9	-0.27	
Col6a6	-0.27	
Nudt7	-0.27	
AABR07066416.1	-0.27	
Ptger2	-0.27	
Rpl5	-0.27	
Scp2d1	-0.27	
Insc	-0.27	
Cyp4f1	-0.27	
Slc11a1	-0.27	
Faslg	-0.27	
Adgrg6	-0.27	
Fndc11	-0.27	
Ankrd37	-0.27	
RF00421	-0.27	
Il13ra1	-0.27	
Spp1	-0.27	
Msh5	-0.27	
Lgi3	-0.27	
Rasl2-9	-0.27	
AABR07042892.1	-0.27	
Kcnj12	-0.27	
Slc35f2	-0.27	
N4bp3	-0.27	
AC129049.1	-0.27	
Bphl	-0.27	
Mtcl1	-0.27	
Lrrc66	-0.27	
LOC100911456	-0.27	
Grid2	-0.27	
Slc25a45	-0.27	
0	-0.27	
Gpr37	-0.27	
Nat2	-0.27	
H2afy2	-0.27	
Neil2	-0.27	
Adam17	-0.27	
Emp1	-0.27	
Plcb4	-0.27	
Fam181b	-0.27	
AABR07059679.2	-0.27	
Cdca8	-0.27	
Cdh20	-0.27	
Htr4	-0.27	
Fbxo15	-0.27	
LOC102551901	-0.27	
LOC100360522	-0.27	
Adpgk	-0.27	
Ppfia4	-0.27	
Sardh	-0.27	
AABR07020966.1	-0.27	
Enox2	-0.27	
Hivep1	-0.27	
Ntn1	-0.27	
AC105662.1	-0.27	
Nudt17	-0.27	
Asb5	-0.27	
RGD1561662	-0.27	
Phgdh	-0.27	
AABR07025089.1	-0.27	
Bmf	-0.27	
Cldn19	-0.27	
Ikzf2	-0.27	
Zfp57	-0.27	
Aldh1l2	-0.27	
AABR07036723.1	-0.27	
Cfh	-0.27	
LOC103690054	-0.27	
Arhgap6	-0.27	
Tecta	-0.27	
RT1-Da	-0.27	
Akr1c19	-0.27	
AABR07007853.1	-0.27	
AABR07015015.2	-0.27	
Tmem141	-0.27	
Mettl2b	-0.27	
AABR07070238.1	-0.28	
Ubash3b	-0.28	
LOC108348201	-0.28	
Zfp536	-0.28	
Fmo2	-0.28	
Arhgef19	-0.28	
Ptx3	-0.28	
Mfap2	-0.28	
Pcdh18	-0.28	
Lgr6	-0.28	
LOC100910678	-0.28	
Rab7b	-0.28	
Rassf10	-0.28	
Fam221a	-0.28	
Galnt5	-0.28	
Fgf21	-0.28	
Scgb2a2	-0.28	
Popdc3	-0.28	
LOC100911186	-0.28	
Filip1	-0.28	
Dcdc2	-0.28	
C2cd4a	-0.28	
Colgalt2	-0.28	
Ddias	-0.28	
RF00400	-0.28	
Plekhb1	-0.28	
Rpe65	-0.28	
Selenov	-0.28	
LOC502176	-0.28	
Mafa	-0.28	
LOC100911319	-0.28	
RF02271	-0.28	
Dscam	-0.28	
Tp53i11	-0.28	
LOC684871	-0.28	
Erbb3	-0.28	
Pcdhb9	-0.28	
AC134224.2	-0.28	
Mlkl	-0.28	
Elfn1	-0.28	
Dusp5	-0.28	
LOC108348055	-0.28	
Efemp2	-0.28	
Tnfrsf9	-0.28	
Tox3	-0.28	
Ednrb	-0.28	
Fibcd1	-0.28	
Smo	-0.28	
Notum	-0.28	
Trappc6a	-0.28	
LOC100364116	-0.28	
Tes	-0.28	
Wfdc10a	-0.28	
Evi2b	-0.28	
Clic4	-0.28	
Fzd7	-0.28	
Cdh12	-0.28	
RF00181	-0.28	
AABR07065010.1	-0.28	
Ugt1a7c	-0.28	
Traf3ip3	-0.28	
Tnfsf13	-0.28	
Cldn10	-0.28	
Dmrtb1	-0.28	
AABR07003250.2	-0.28	
AABR07048957.1	-0.28	
Ncf1	-0.28	
AABR07002493.1	-0.28	
Antxr2	-0.28	
Pros1	-0.28	
Oard1	-0.29	
Serpine3	-0.29	
P2ry2	-0.29	
Pof1b	-0.29	
Mir374b	-0.29	
Jam2	-0.29	
Lama1	-0.29	
LOC108351058	-0.29	
LOC304725	-0.29	
Ptafr	-0.29	
Sdf2l1	-0.29	
Aif1	-0.29	
RGD1562114	-0.29	
Tex9	-0.29	
Pbld1	-0.29	
Ppp2r1b	-0.29	
Aox1	-0.29	
Rnf32	-0.29	
Sec31b	-0.29	
Chi3l1	-0.29	
Rhbdf1	-0.29	
Nek3	-0.29	
Olfml2b	-0.29	
Bhlhe41	-0.29	
AABR07068316.1	-0.29	
Eif4ebp1	-0.29	
AC103179.2	-0.29	
Epha2	-0.29	
Rbpms	-0.29	
Iqck	-0.29	
Shisal1	-0.29	
Tmem107	-0.29	
MGC94207	-0.29	
Ermn	-0.29	
Gab1	-0.29	
Doc2g	-0.29	
Cyp2j10	-0.29	
Styk1	-0.29	
Fxyd7	-0.29	
AABR07026424.1	-0.29	
C1qa	-0.29	
LOC100365697	-0.29	
AC128962.1	-0.29	
Tenm3	-0.29	
Zfp275	-0.29	
AABR07032821.1	-0.29	
AABR07016572.1	-0.29	
Gfer	-0.29	
Nid1	-0.29	
Elavl2	-0.29	
Akr1c15	-0.29	
Rgs3	-0.29	
Magt1	-0.29	
AABR07024964.1	-0.30	
Elovl1	-0.30	
Btbd17	-0.30	
Ntn4	-0.30	
Bst2	-0.30	
Fam198a	-0.30	
Gpc6	-0.30	
Nmnat3	-0.30	
Aspdh	-0.30	
Birc7	-0.30	
RGD1311744	-0.30	
LOC103689920	-0.30	
Tspan9	-0.30	
Cd84	-0.30	
AABR07043823.2	-0.30	
Egr2	-0.30	
Idnk	-0.30	
Phyhd1	-0.30	
Ctss	-0.30	
Il25	-0.30	
Nthl1	-0.30	
Gusb	-0.30	
Haus8	-0.30	
Cthrc1	-0.30	
Rab13	-0.30	
AABR07000398.1	-0.30	
Itga6	-0.30	
Acy3	-0.30	
Abca8a	-0.30	
Wfdc2	-0.30	
Htr1a	-0.30	
Endov	-0.30	
LOC681180	-0.30	
Tmem190	-0.30	
Lgals9	-0.30	
AABR07035412.2	-0.30	
Gsn	-0.30	
Snx18	-0.30	
Pamr1	-0.30	
Aadat	-0.30	
Bmp2	-0.30	
Tmem106a	-0.30	
Clic2	-0.30	
Rilp	-0.30	
AC134224.1	-0.30	
Hsd17b10	-0.30	
Stpg2	-0.30	
Tmem37	-0.30	
Mpped2	-0.30	
Fermt3	-0.30	
AABR07016578.3	-0.30	
Tmem63a	-0.30	
Zfp395	-0.30	
Npc2	-0.30	
Etfb	-0.30	
Abhd4	-0.30	
Gpr84	-0.30	
Rad1	-0.30	
AABR07006097.1	-0.30	
Cib1	-0.30	
Pltp	-0.30	
Fmo5	-0.30	
Col5a3	-0.30	
Pdlim4	-0.30	
AABR07071966.1	-0.30	
RGD1563941	-0.30	
AABR07060519.1	-0.31	
Hjurp	-0.31	
LOC497899	-0.31	
Rcsd1	-0.31	
Opalin	-0.31	
LOC100911440	-0.31	
Arap1	-0.31	
Ttc30a1	-0.31	
Kif15	-0.31	
AABR07049821.1	-0.31	
Nat8f3	-0.31	
C1qc	-0.31	
Slco2a1	-0.31	
Ntng1	-0.31	
Mmp2	-0.31	
Fos	-0.31	
Pknox1	-0.31	
Fah	-0.31	
Evi2a	-0.31	
Qrfpr	-0.31	
MGC116197	-0.31	
AC139642.2	-0.31	
Stbd1	-0.31	
AABR07051326.1	-0.31	
Col7a1	-0.31	
