ID	FC
Uri1	-0.01
AABR07009224.1	-0.01
Urod	-0.01
Vwa1	-0.01
Unc80	-0.01
Adgrb3	-0.01
Tnks2	-0.01
Kif13b	-0.01
Cacna1c	-0.01
Ppp6r3	-0.01
Prkca	-0.01
Hemk1	-0.01
Npr1	-0.01
Cops3	-0.01
Adora2a	-0.01
Fam167a	-0.01
Myg1	-0.01
RGD1308428	-0.01
Nfx1	-0.01
LOC108351058	-0.01
Thsd1	-0.01
Fbxo9	-0.01
Aimp1	-0.01
Twf2	-0.01
Tnk2	-0.01
Zhx2	-0.01
Csad	-0.01
Meox2	-0.01
Edar	-0.01
AABR07052587.1	-0.01
Sirt3	-0.01
Irak3	-0.01
RGD621098	-0.01
Bag4	-0.01
Ing4	-0.01
C2cd2l	-0.01
Rad21	-0.01
Cacng2	-0.01
Kank4	-0.01
RGD1565685	-0.01
Zfp467	-0.01
Fbxl8	-0.01
Laptm5	-0.01
Agk	-0.01
Sh3gl1	-0.01
Cebpb	-0.01
Cnot2	-0.01
Cntn1	-0.01
Acap2	-0.01
Zc3hav1	-0.01
Prune1	-0.01
Gfra4	-0.01
Grcc10	-0.01
Mrto4	-0.01
Rraga	-0.01
Pnma2	-0.01
Wdr35	-0.01
Igsf21	-0.01
Nme3	-0.01
Gins2	-0.01
Sgk1	-0.01
Abcd2	-0.01
Lifr	-0.01
Arl4a	-0.01
Slc44a2	-0.01
Pdf	-0.01
Elp1	-0.01
AC112062.1	-0.01
Map2k7	-0.01
Usp8	-0.01
Chd6	-0.01
Casp7	-0.01
Tusc2	-0.01
LOC680227	-0.01
Cd53	-0.01
Afap1l2	-0.01
Polr3a	-0.01
Rwdd4	-0.01
Pcdhb12	-0.01
Mat2b	-0.01
Mylip	-0.01
Map7d1	-0.01
Csnk1a1	-0.01
Isyna1	-0.01
Appl2	-0.01
Prr36	-0.01
Ube2z	-0.01
LOC108348142	-0.01
Ssrp1	-0.01
Kidins220	-0.01
Spef1	-0.01
Rd3l	-0.01
Mbp	-0.01
Ncs1	-0.01
Angel1	-0.01
Impdh2	-0.01
Lgr6	-0.01
B3galt5	-0.01
Tor1b	-0.01
Cdc23	-0.01
Aak1	-0.01
Kif1c	-0.01
Kat5	-0.01
Thrb	-0.01
Dmxl2	-0.01
Lix1	-0.01
Mcm3ap	-0.01
Rsph10b	-0.01
Deaf1	-0.01
Ndst2	-0.01
Fcer1g	-0.01
Ndrg1	-0.01
Stat4	-0.01
AABR07028908.2	-0.01
Rpn1	-0.01
Bpgm	-0.01
Vps37c	-0.01
Sdc3	-0.01
Tax1bp1	-0.01
Pef1	-0.01
Card6	-0.01
Txlng	-0.01
Rpl22	-0.01
Paqr4	-0.01
Dlg5	-0.01
Hnrnpdl	-0.01
Hydin	-0.01
Cbs	-0.01
Ppp1r3c	-0.01
Car2	-0.01
Lgi1	-0.01
Syt1	-0.01
AC128207.1	-0.01
Ighm	-0.01
Ms4a6e	-0.01
AABR07063724.1	-0.01
Sbf2	-0.01
Ccdc28b	-0.01
Rap2a	-0.01
Sec61a2	-0.01
Pacsin2	-0.01
Dhrs4	-0.01
Npepo	-0.01
Spice1	-0.01
NEWGENE_1308612	-0.01
Krr1	-0.01
Usp4	-0.01
Ephb6	-0.01
Itih4	-0.01
Tmem80	-0.01
Ttc26	-0.01
Cops9	-0.01
AC108572.3	-0.01
Man1a1	-0.01
AC131360.1	-0.01
Sidt2	-0.01
Lrfn2	-0.01
Plekha6	-0.01
Isg20l2	-0.01
Rps12	-0.01
Irgq	-0.01
Fnbp4	-0.01
Ptp4a2	-0.01
Tspan7	-0.01
Itga6	-0.01
Nop2	-0.01
Las1l	-0.01
Sall3	-0.01
Add3	-0.01
Gabarap	-0.01
Kyat3	-0.01
Nme5	-0.01
LOC100911674	-0.01
Atg4b	-0.01
Ckap5	-0.01
Esyt2	-0.01
Cdkl5	-0.01
Gpr6	-0.01
Ldb2	-0.01
Ndufaf1	-0.01
Atp6v1c1	-0.01
Pstpip1	-0.01
Msrb2	-0.01
Comt	-0.01
Scrn3	-0.01
Grin2c	-0.01
Nek5	-0.01
Brd2	-0.01
Slc25a33	-0.01
Rpl17	-0.01
Calm3	-0.01
Ccdc115	-0.01
Acsf2	-0.01
Zfp462	-0.01
Foxred2	-0.01
Mapt	-0.01
Nf1	-0.01
Rabl6	-0.01
Cntn3	-0.01
Stk16	-0.01
Wars	-0.01
Khsrp	-0.01
Rap1gds1	-0.01
Slc24a4	-0.01
Slmap	-0.01
AABR07024542.1	-0.01
LOC361346	-0.01
Cacna1d	-0.01
Setd1a	-0.01
Trmt6	-0.01
Rbm11	-0.01
Mum1	-0.01
Maf1	-0.01
Ada	-0.01
Stox1	-0.01
1700020D05Rik	-0.01
Mrpl46	-0.01
Csnk2b	-0.01
Ankmy2	-0.01
Map7	-0.01
Fkbp9	-0.01
Tubg1	-0.01
Sdk2	-0.01
Nckap1l	-0.01
Golgb1	-0.01
AC124205.1	-0.01
Itm2b	-0.01
Ccser2	-0.01
Ccdc127	-0.01
Tnfsf10	-0.01
Map3k2	-0.01
Arih2	-0.01
Dst	-0.01
Setx	-0.01
Hif1a	-0.01
Usp40	-0.01
Rasgrf1	-0.01
Hnrnph2	-0.01
Carmil3	-0.01
AABR07052529.1	-0.01
Atp6v0a4	-0.01
Stau1	-0.01
Hdac6	-0.01
Chtopl1	-0.01
Gpt	-0.01
Spns1	-0.01
Vipas39	-0.01
Zfp646	-0.01
Rpgr	-0.01
Wdr48	-0.01
Slc39a7	-0.01
Stx4	-0.01
Zfp521	-0.01
Slc7a14	-0.01
Depdc5	-0.01
Cers6	-0.01
Bsdc1	-0.01
Scg5	-0.01
Abhd12	-0.01
Sh2d3c	-0.01
Zfand4	-0.01
Abt1	-0.01
Ncbp3	-0.01
Myo1c	-0.01
AABR07006873.1	-0.01
AABR07002134.1	-0.01
Cep19	-0.01
Ercc2	-0.01
Clec2l	-0.01
Ccdc86	-0.02
Acox1	-0.02
Dpp9	-0.02
Pdzd11	-0.02
LOC317456	-0.02
Mcur1	-0.02
Mlx	-0.02
Simc1	-0.02
LOC681410	-0.02
Arl6ip1	-0.02
Bex2	-0.02
RGD1304728	-0.02
Spata2L	-0.02
Fam168a	-0.02
Tspan33	-0.02
Gtf2ird2	-0.02
Polr2c	-0.02
Herc4	-0.02
Etfrf1	-0.02
Cdk11b	-0.02
Smc2	-0.02
Lamtor1	-0.02
Hmgn3	-0.02
Cyb5b	-0.02
Hcn3	-0.02
Socs6	-0.02
Tmprss5	-0.02
Zcchc14	-0.02
Kat14	-0.02
Dpp6	-0.02
Cnrip1	-0.02
Tmem251	-0.02
Usp13	-0.02
Sppl3	-0.02
AC119762.5	-0.02
Col11a2	-0.02
Trim35	-0.02
Dgcr2	-0.02
Slc6a15	-0.02
Wdfy2	-0.02
AABR07057678.1	-0.02
Cdhr1	-0.02
Lypla1	-0.02
Nck1	-0.02
Serinc4	-0.02
Cotl1	-0.02
Borcs7	-0.02
Ubr3	-0.02
Hm13	-0.02
Rsph3	-0.02
Nynrin	-0.02
Sgsm2	-0.02
Cdk10	-0.02
Ccdc71	-0.02
RT1-T24-4	-0.02
Arrdc2	-0.02
Cygb	-0.02
Rfc5	-0.02
Cdc26	-0.02
Zfp652	-0.02
Knop1	-0.02
Pianp	-0.02
Nipal3	-0.02
Ulk1	-0.02
Csk	-0.02
Cep68	-0.02
Fgfr2	-0.02
Nptx1	-0.02
Anxa5	-0.02
Wdr34	-0.02
Stk32b	-0.02
Lipa	-0.02
Tmcc2	-0.02
Hdhd2	-0.02
Mrps7	-0.02
Ykt6	-0.02
Dnase1	-0.02
Slfn4	-0.02
Slc25a10	-0.02
Syde2	-0.02
Zfp697	-0.02
Chrac1	-0.02
Hars2	-0.02
Ahcy	-0.02
Retreg2	-0.02
Vps37d	-0.02
B4galt1	-0.02
Ppp1r10	-0.02
Cramp1	-0.02
Ubl4a	-0.02
Podxl	-0.02
NEWGENE_1586233	-0.02
Mrps16	-0.02
AABR07057491.1	-0.02
Polr1d	-0.02
Dkc1	-0.02
Tnfrsf19	-0.02
Slk	-0.02
B3gat2	-0.02
Amigo2	-0.02
LOC103689947	-0.02
Rps18l1	-0.02
Hexd	-0.02
AABR07037410.1	-0.02
Gpatch8	-0.02
Rtn1	-0.02
Lrrk2	-0.02
Ednra	-0.02
Ptcd3	-0.02
Sfi1	-0.02
Exosc1	-0.02
LOC108348079	-0.02
Ctnnbl1	-0.02
Tnik	-0.02
RGD1561113	-0.02
Sgms1	-0.02
Lman2	-0.02
Rbm8a	-0.02
Rims4	-0.02
Dstn	-0.02
Creld2	-0.02
Mansc1	-0.02
Mrps36	-0.02
Scn2b	-0.02
Olig1	-0.02
Rpl8	-0.02
Zfyve19	-0.02
LOC100912571	-0.02
Ccdc149	-0.02
Sh3tc2	-0.02
RF00001	-0.02
Atp9b	-0.02
Leo1	-0.02
Med25	-0.02
Abtb1	-0.02
Arvcf	-0.02
Pogz	-0.02
Ube2l3	-0.02
Pisd	-0.02
0	-0.02
Dock7	-0.02
Traf2	-0.02
Atg2b	-0.02
Cd3eap	-0.02
Qrich1	-0.02
Unc50	-0.02
Adam17	-0.02
Cdk18	-0.02
Tmem38a	-0.02
Pcdh10	-0.02
Macf1	-0.02
Ptges2	-0.02
Rgl3	-0.02
Asic2	-0.02
Fam13b	-0.02
Rbm10	-0.02
Pdxp	-0.02
Cables1	-0.02
Cdc37l1	-0.02
Mcfd2	-0.02
Psmd9	-0.02
Lix1l	-0.02
Dgki	-0.02
Ssu72	-0.02
Atxn7	-0.02
Brpf3	-0.02
Crlf3	-0.02
Shisa4	-0.02
Mical1	-0.02
Gab2	-0.02
Alkbh7	-0.02
Tgds	-0.02
Rnaseh2a	-0.02
Cd151	-0.02
Pdss1	-0.02
Itgb3bp	-0.02
Drap1	-0.02
Habp4	-0.02
Slc39a9	-0.02
Slitrk3	-0.02
Grin2d	-0.02
Slc4a1ap	-0.02
Dnah2	-0.02
Mt-nd1	-0.02
Lyn	-0.02
AABR07057421.5	-0.02
Rnpep	-0.02
Zfp846	-0.02
Prdm10	-0.02
Zkscan1	-0.02
Anapc13	-0.02
Usp19	-0.02
LOC103689961	-0.02
Oxnad1	-0.02
Gfm1	-0.02
Lrrc46	-0.02
Cox7a1	-0.02
Prpsap1	-0.02
LOC102546648	-0.02
Mical3	-0.02
Bccip	-0.02
Cdk19	-0.02
Xkr7	-0.02
Fam81a	-0.02
Pex5l	-0.02
RF02266	-0.02
Fam122a	-0.02
Usp22	-0.02
Zfp382	-0.02
Fbrsl1	-0.02
Pced1b	-0.02
Slc25a15	-0.02
Polr3c	-0.02
Kat7	-0.02
Map6	-0.02
Stk38l	-0.02
AABR07059679.2	-0.02
Mau2	-0.02
LOC100911830	-0.02
Dmpk	-0.02
Mul1	-0.02
Cxxc5	-0.02
Dnah9	-0.02
AABR07017902.1	-0.02
Ttc25	-0.02
Dner	-0.02
Tdrkh	-0.02
Zpr1	-0.02
Fat1	-0.02
Sf3b2	-0.02
Stard7	-0.02
Rilpl1	-0.02
Phf8	-0.02
Pcp4l1	-0.02
Cadm4	-0.02
RGD1308601	-0.02
Cpxm1	-0.02
Riok3	-0.02
Kif13a	-0.02
Glis1	-0.02
Prtg	-0.02
Mb21d2	-0.02
Atp5mc3	-0.02
Gpd1l	-0.02
Arf3	-0.02
Masp1	-0.02
Pck2	-0.02
Scnm1	-0.02
Bcr	-0.02
Prcc	-0.02
Zmynd11	-0.02
Mchr1	-0.02
Cdk4	-0.02
Usp42	-0.02
Ppp3cc	-0.02
Ptpn2	-0.02
Rasa3	-0.02
Nlrx1	-0.02
Nkain1	-0.02
Phyhipl	-0.02
Kif21a	-0.02
Stat5b	-0.02
Rem2	-0.02
Fxr2	-0.02
AABR07018321.1	-0.02
Klf7	-0.02
Tmem150c	-0.02
Col27a1	-0.02
Zfp692	-0.02
RGD1305713	-0.02
Rps10	-0.02
Supv3l1	-0.02
Ufd1	-0.02
Ids	-0.02
Slc27a1	-0.02
LOC100911713	-0.02
Cct3	-0.02
Enah	-0.02
Plekha7	-0.02
Tekt1	-0.02
Selenof	-0.02
Gtf2e1	-0.02
Pex26	-0.02
Ankrd11	-0.02
Psmf1	-0.02
Sh3d19	-0.02
Micall2	-0.02
Bcs1l	-0.02
Trpc4	-0.02
C1qc	-0.02
LOC108348065	-0.02
Wls	-0.02
Ppara	-0.02
Plpp3	-0.02
Rnf167	-0.02
Pde1a	-0.02
Ajm1	-0.02
Lats2	-0.02
Pelo	-0.02
Aplp2	-0.02
Setd5	-0.02
Yif1b	-0.02
Dab2ip	-0.02
Dennd2a	-0.02
Kctd3	-0.02
Acy3	-0.02
LOC100910829	-0.02
0	-0.02
Zfp444	-0.02
Dxo	-0.02
Ctse	-0.02
Btrc	-0.02
Baz1b	-0.02
Myrip	-0.02
Slc35c2	-0.02
Cdk2	-0.02
Keap1	-0.02
Maoa	-0.02
Arfip2	-0.02
Ldha	-0.02
Pcmt1	-0.02
Trrap	-0.02
Tmem8b	-0.02
Tmem119	-0.02
Slc52a2	-0.02
Ipo9	-0.02
Pfkfb3	-0.02
Fam118b	-0.02
Inip	-0.02
Selenbp1	-0.02
Asphd1	-0.02
St6galnac6	-0.02
Mrps18a	-0.02
Pomt2	-0.02
Prss53	-0.02
Ankrd6	-0.02
Calm2	-0.02
Bzw1	-0.02
Ywhab	-0.02
Eif4g1	-0.02
Tifa	-0.02
Slc4a2	-0.02
Jam3	-0.02
Eml3	-0.02
Pigx	-0.02
Impa1	-0.02
Fzd6	-0.02
Raf1	-0.02
Pla2g15	-0.02
Stx1a	-0.02
Fhod3	-0.02
Nsf	-0.02
Rc3h2	-0.02
Traf6	-0.02
Ube2k	-0.02
Slc25a35	-0.02
Tbc1d16	-0.02
Ncoa5	-0.02
Xrn1	-0.02
Def8	-0.02
Uvssa	-0.02
Adgra2	-0.02
Znf740	-0.02
Bag1	-0.02
Rnf128	-0.02
Phka1	-0.02
Topbp1	-0.02
Exph5	-0.02
Ica1	-0.02
Akirin1	-0.02
Cnnm3	-0.02
Rpn2	-0.02
Itch	-0.02
RGD1311517	-0.02
Arhgap35	-0.02
Ctdnep1	-0.02
Eva1a	-0.02
Kcnh1	-0.02
LOC100361087	-0.02
AABR07033324.1	-0.02
Podxl2	-0.02
RGD1311595	-0.02
Tmem9b	-0.02
Amd1	-0.02
Nme4	-0.02
RGD1563986	-0.02
Jund	-0.02
Dhrs1	-0.02
Dhrs7b	-0.02
Kdm4a	-0.02
Slc13a5	-0.02
Id2	-0.02
Nudt4	-0.02
AABR07015081.2	-0.02
Cyth1	-0.02
Zfp365	-0.02
RGD1565844	-0.02
Ccdc66	-0.02
Cdk2ap2	-0.02
Itpk1	-0.02
Pyurf	-0.02
Ftl1	-0.02
Plekha2	-0.02
Htr1f	-0.02
Iqsec1	-0.02
Nmt2	-0.02
Kcnc2	-0.02
Gad2	-0.02
Mkrn2os	-0.02
LOC102555534	-0.02
Adra1b	-0.02
Fcgr2a	-0.02
Ctsb	-0.02
Pgm2l1	-0.02
Ccdc174	-0.02
Sox8	-0.02
Fbxl5	-0.02
Ddx31	-0.02
Zfp513	-0.02
RF00494	-0.02
Rpl31	-0.02
Rnaseh1	-0.02
Sdf4	-0.02
Zzef1	-0.02
Tomm20	-0.02
Slain2	-0.02
AABR07035946.1	-0.02
Xylb	-0.02
Taf6l	-0.02
LOC102549506	-0.02
Ttll4	-0.02
LOC499407	-0.02
Acads	-0.02
Gprin1	-0.02
Wipi2	-0.02
Ercc6l2	-0.02
Pex12	-0.02
Trub1	-0.02
Uchl3	-0.02
Wdr5	-0.02
Gprc5b	-0.02
Paqr6	-0.02
Cox7a2l	-0.02
Nsg1	-0.02
Rbck1	-0.02
Ywhah	-0.02
Zfp496	-0.02
Pgp	-0.02
Fut2	-0.02
AABR07002784.2	-0.02
Gbf1	-0.02
Pdgfa	-0.02
Adgre1	-0.02
Plekhb2	-0.02
Add1	-0.02
Vti1b	-0.02
Setd1b	-0.02
Mid1ip1	-0.02
Inpp5e	-0.02
LOC100911769	-0.02
Ttl	-0.02
Cbx6	-0.02
Vegfb	-0.02
St6gal2	-0.03
Fkbp4	-0.03
Rcan2	-0.03
Prss23	-0.03
Gtpbp1	-0.03
Arhgef40	-0.03
Prdm4	-0.03
Nol7	-0.03
AABR07068272.1	-0.03
Fundc1	-0.03
Sirt2	-0.03
Ptpa	-0.03
Isca1	-0.03
Nolc1	-0.03
Cnn3	-0.03
Sf3b4	-0.03
AC123346.1	-0.03
Flnb	-0.03
Abhd17c	-0.03
Aars	-0.03
Myl9	-0.03
Gpat4	-0.03
Emb	-0.03
Brat1	-0.03
Arrb1	-0.03
Map3k4	-0.03
Snx31	-0.03
Pfkp	-0.03
Gigyf1	-0.03
Ppan	-0.03
Eif3d	-0.03
Acsm5	-0.03
Col6a4	-0.03
Slc35a2	-0.03
LOC103690160	-0.03
Nr2f2	-0.03
Svil	-0.03
Gcsh	-0.03
Chchd1	-0.03
Zc3h7b	-0.03
Dtx1	-0.03
Elovl5	-0.03
Cnksr1	-0.03
Syne4	-0.03
Kctd21	-0.03
Cntn4	-0.03
Galnt7	-0.03
Itpr2	-0.03
Ston2	-0.03
Micall1	-0.03
RGD1565166	-0.03
C17h6orf52	-0.03
Osbpl7	-0.03
Ndufb2	-0.03
Stxbp6	-0.03
Tiam2	-0.03
Fyb1	-0.03
Enc1	-0.03
Rap1gap2	-0.03
AABR07041096.1	-0.03
Porcn	-0.03
Ptgfrn	-0.03
Pigv	-0.03
Gpr107	-0.03
Sec23ip	-0.03
Gale	-0.03
Specc1l	-0.03
Slc50a1	-0.03
Igtp	-0.03
Cdk5	-0.03
Tgfb2	-0.03
Emc3	-0.03
Mfap1a	-0.03
Tbc1d13	-0.03
RGD1559962	-0.03
Zfp532	-0.03
Zfp574	-0.03
Ddx19a	-0.03
Prkag1	-0.03
Szt2	-0.03
Erlin1	-0.03
Pcnt	-0.03
Top1	-0.03
Tmem199	-0.03
Esd	-0.03
Vps8	-0.03
Tcaf1	-0.03
Grm8	-0.03
Phf12	-0.03
Zdhhc1	-0.03
Aaas	-0.03
Tmed9	-0.03
Tgfb1i1	-0.03
Ndrg3	-0.03
LOC100910581	-0.03
Vrk3	-0.03
Sema6c	-0.03
Htr6	-0.03
Smap1	-0.03
Scd2	-0.03
Nck2	-0.03
Gtf3c2	-0.03
Luzp1	-0.03
Zfp507	-0.03
AABR07070810.1	-0.03
LOC100909750	-0.03
Thbs3	-0.03
Morn4	-0.03
Ptpro	-0.03
Zfp536	-0.03
Atg7	-0.03
Eif6	-0.03
MGC116202	-0.03
Errfi1	-0.03
Snf8	-0.03
Slitrk5	-0.03
LOC103689986	-0.03
L3mbtl2	-0.03
AABR07026271.1	-0.03
Wwtr1	-0.03
Npr3	-0.03
Arid5b	-0.03
Lysmd2	-0.03
Nwd2	-0.03
Zfp407	-0.03
Noxa1	-0.03
Cd109	-0.03
AABR07021402.1	-0.03
Afmid	-0.03
Riok1	-0.03
Tada2b	-0.03
Psma6	-0.03
Gatc	-0.03
Armc7	-0.03
RGD1563365	-0.03
LOC103692165	-0.03
Sdhb	-0.03
Dlst	-0.03
Egfl6	-0.03
Reep1	-0.03
Bmyc	-0.03
D430019H16Rik	-0.03
Txndc16	-0.03
Tagln3	-0.03
Eps15	-0.03
Wdr92	-0.03
Serpine2	-0.03
Rnd1	-0.03
Myo18a	-0.03
Zfp46	-0.03
Armcx2	-0.03
Cadm3	-0.03
Herpud2	-0.03
Tcerg1l	-0.03
LOC685273	-0.03
Pak1	-0.03
L1cam	-0.03
Tnks	-0.03
Smim3	-0.03
Tdg	-0.03
Nkiras1	-0.03
LOC102556967	-0.03
Pir	-0.03
Palm	-0.03
AABR07014239.1	-0.03
AABR07001432.1	-0.03
Gtf3c4	-0.03
Imp3	-0.03
Sstr3	-0.03
Bahcc1	-0.03
Adgrl2	-0.03
Flot1	-0.03
Anapc11	-0.03
Atraid	-0.03
Tmcc3	-0.03
Wdr90	-0.03
Ccser1	-0.03
Jmjd6	-0.03
Tmem50a	-0.03
Npas2	-0.03
Taok2	-0.03
Tpst2	-0.03
Eif1a	-0.03
Irak1	-0.03
Mtf2	-0.03
Nlgn2	-0.03
Phkb	-0.03
LOC102549726	-0.03
Aldh1b1	-0.03
Ctnnd1	-0.03
Gadd45g	-0.03
Ankrd50	-0.03
LOC688672	-0.03
Abi2	-0.03
Ppa1	-0.03
Coro6	-0.03
Znrf2	-0.03
Praf2	-0.03
Mlip	-0.03
RGD1564887	-0.03
Saysd1	-0.03
AC096600.1	-0.03
Hes7	-0.03
Ascl2	-0.03
AC133613.1	-0.03
Ppp2r5a	-0.03
Sdha	-0.03
Syngr3	-0.03
Rmdn1	-0.03
Gjc2	-0.03
AABR07058539.1	-0.03
Dph5	-0.03
Zc3h10	-0.03
Rnf187	-0.03
Spata2	-0.03
Pwwp2b	-0.03
Celf1	-0.03
Amph	-0.03
Ints14	-0.03
Cul9	-0.03
Vps29	-0.03
Cog2	-0.03
Recql5	-0.03
Tshz2	-0.03
Clip4	-0.03
Lyrm4	-0.03
Narf	-0.03
LOC100911625	-0.03
Plscr4	-0.03
Mtmr11	-0.03
Cdc42	-0.03
Trmt112	-0.03
Gnl1	-0.03
Khdrbs2	-0.03
Oplah	-0.03
Tns3	-0.03
Fam53c	-0.03
RF00055	-0.03
Tspan31	-0.03
Aqr	-0.03
Nub1	-0.03
Vcp	-0.03
LOC102556337	-0.03
Hipk2	-0.03
Ddah1	-0.03
Skil	-0.03
Acox3	-0.03
Gpsm1	-0.03
Abat	-0.03
Lrrc42	-0.03
Gid4	-0.03
Nit1	-0.03
Axin2	-0.03
Eea1	-0.03
Kcnh5	-0.03
Zfp609	-0.03
Trit1	-0.03
Fam76a	-0.03
Nup98	-0.03
Josd1	-0.03
Tmed4	-0.03
Pigk	-0.03
Csgalnact2	-0.03
LOC103689931	-0.03
Dclk1	-0.03
Pip4p1	-0.03
Ash2l	-0.03
AABR07026997.1	-0.03
Clip1	-0.03
Gtpbp6	-0.03
AABR07072639.2	-0.03
Ccdc157	-0.03
Rab3c	-0.03
Sptb	-0.03
Thap4	-0.03
AABR07044362.4	-0.03
Prdm9	-0.03
RGD1563620	-0.03
AC097183.1	-0.03
Gfpt1	-0.03
Safb	-0.03
Gpd2	-0.03
Mgat3	-0.03
Idh3g	-0.03
Dok4	-0.03
Pigo	-0.03
Ppial4d	-0.03
Ppil1	-0.03
Tacc2	-0.03
Nfrkb	-0.03
Zfp236	-0.03
AABR07026294.1	-0.03
Bmpr1b	-0.03
Sorcs1	-0.03
LOC100911027	-0.03
Stambpl1	-0.03
Pop1	-0.03
Ctsa	-0.03
LOC102555167	-0.03
Zbtb21	-0.03
Nol12	-0.03
Gtpbp6	-0.03
Ncam1	-0.03
Ywhaz	-0.03
Atxn7l1	-0.03
Trove2	-0.03
Ankrd40	-0.03
Fam183a	-0.03
Trio	-0.03
AABR07017208.1	-0.03
Lrig2	-0.03
Tefm	-0.03
AABR07045431.1	-0.03
Hic2	-0.03
Fam57a	-0.03
Psmd8	-0.03
Tp53i11	-0.03
Htra1	-0.03
Dusp18	-0.03
Srsf4	-0.03
Mfsd2a	-0.03
Fgd4	-0.03
Adam11	-0.03
Fus	-0.03
Tab1	-0.03
Dnah17	-0.03
Mecr	-0.03
Yipf1	-0.03
Eprs	-0.03
Rbpj	-0.03
Psat1	-0.03
Klhl24	-0.03
Spen	-0.03
Kctd20	-0.03
Nab2	-0.03
Mtg2	-0.03
Kit	-0.03
Mapk14	-0.03
Tcf25	-0.03
LOC103692171	-0.03
Ftsj3	-0.03
Gstm2	-0.03
Immt	-0.03
Med4	-0.03
LOC108348122	-0.03
Tor1a	-0.03
Dtd2	-0.03
AABR07021544.1	-0.03
Ube4b	-0.03
Wdr36	-0.03
Selenok	-0.03
Slc35b4	-0.03
RGD1310127	-0.03
Actr1a	-0.03
Nrgn	-0.03
Otud4	-0.03
Ngly1	-0.03
Rnft2	-0.03
Mdh2	-0.03
Numb	-0.03
Ankrd13d	-0.03
Prex1	-0.03
Selenon	-0.03
Ttc4	-0.03
Vamp2	-0.03
Cpeb1	-0.03
RGD1311899	-0.03
N4bp2l1	-0.03
Snap91	-0.03
Bptf	-0.03
0	-0.03
Paics	-0.03
Calhm2	-0.03
Igf1	-0.03
Gk5	-0.03
Bambi	-0.03
Ccz1b	-0.03
Ndufaf2	-0.03
Zfp251	-0.03
Prrc2a	-0.03
App	-0.03
Edem2	-0.03
Kcnc3	-0.03
Nars	-0.03
Flcn	-0.03
Txndc12	-0.03
Palm2	-0.03
Faim2	-0.03
Rpl26	-0.03
Kcna5	-0.03
Pgam5	-0.03
Sec23a	-0.03
Mpped2	-0.03
Cyb5a	-0.03
Pttg1ip	-0.03
Abl1	-0.03
Ddx39a	-0.03
Atxn7l3	-0.03
Ppil4	-0.03
Lemd3	-0.03
Cnot3	-0.03
Apc	-0.03
Oxld1	-0.03
Ankrd13b	-0.03
Ptpn1	-0.03
Slc27a3	-0.03
AABR07068316.2	-0.03
Mogs	-0.03
AABR07039304.1	-0.03
LOC102556347	-0.03
Btf3	-0.03
Rtel1	-0.03
Epb41l5	-0.03
Sssca1	-0.03
Scamp2	-0.03
Blvrb	-0.03
Pkd2	-0.03
Lrrc20	-0.03
Isy1	-0.03
Cchcr1	-0.03
AABR07048992.1	-0.03
AC242953.1	-0.03
Hnrnpl	-0.03
Tfg	-0.03
Cdk5rap3	-0.03
Rapgef1	-0.03
Nelfa	-0.03
Efna1	-0.03
Sap25	-0.03
Gtf2h2	-0.03
Prpf8	-0.03
Tmem198b	-0.03
Bcat1	-0.03
Psma2	-0.03
Fbxo8	-0.03
AABR07016572.1	-0.03
Nmt1	-0.03
Ago2	-0.03
Rfx3	-0.03
AABR07071905.1	-0.03
Bscl2	-0.03
Fmo5	-0.03
Dhx57	-0.03
Lrrc75a	-0.03
Blnk	-0.03
AABR07006310.1	-0.03
Eno2	-0.03
Smarce1	-0.03
Sgpl1	-0.03
Rpl23	-0.03
Dirc2	-0.03
Nat8f2	-0.03
Faap20	-0.03
Col5a3	-0.03
Psmd2	-0.03
Fbxw11	-0.03
Ric8b	-0.03
Stum	-0.03
Anxa7	-0.03
Ap3b2	-0.03
Hdac8	-0.03
Ankrd27	-0.03
Itpkb	-0.03
Fgfr1	-0.03
Srp9	-0.03
Tpm1	-0.03
Prkrip1	-0.03
Ttc13	-0.03
Pdxk	-0.03
G3bp1	-0.03
Ubap1	-0.03
LOC103694872	-0.03
Pde9a	-0.03
Pnn	-0.03
Tvp23b	-0.03
Kctd10	-0.03
Dennd5a	-0.03
Herc3	-0.03
Romo1	-0.03
AABR07045680.1	-0.03
Gjb6	-0.03
Fam189a2	-0.03
Pcdh8	-0.03
Dctn3	-0.03
Tbc1d25	-0.03
Arhgef11	-0.03
Nfil3	-0.03
Smc1a	-0.03
Atl1	-0.03
Vps33b	-0.03
Psmd4	-0.03
Atp6v1b1	-0.03
Ppp2r5d	-0.03
Xylt2	-0.03
Pm20d2	-0.03
AABR07036019.1	-0.03
Gucy1a2	-0.03
Ocrl	-0.03
Rbm28	-0.03
Phf3	-0.03
Ddx54	-0.03
Syt5	-0.03
Rrp15	-0.03
AABR07038849.1	-0.03
Ercc6	-0.03
Spats2	-0.04
Ctbp1	-0.04
Fkbp10	-0.04
Tcirg1	-0.04
Zfp598	-0.04
Bbs10	-0.04
Plxnc1	-0.04
Tipin	-0.04
Itgal	-0.04
AABR07037203.1	-0.04
AABR07066522.1	-0.04
Psmd1	-0.04
Hps3	-0.04
Lamtor3	-0.04
Sytl5	-0.04
Ndufaf6	-0.04
LOC100909912	-0.04
Degs1	-0.04
Nuak2	-0.04
Ttc9	-0.04
